Distination,appid,len,path,time,state,seq,data_cnt
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 10.244999945)",527,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 2.095999956)",527,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 15.128999948)",528,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 15.128999948)",529,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 15.128999948)",529,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 15.128999948)",528,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 15.128999948)",529,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 15.128999948)",528,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 4.733999967)",528,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 4.733999967)",527,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 15.128999948)",529,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 15.128999948)",528,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 10.244999945)",528,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 10.244999945)",527,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 17.096999943)",528,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 17.096999943)",528,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 17.096999943)",528,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 17.096999943)",528,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 19.734999954)",528,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 19.734999954)",529,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 19.734999954)",529,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 19.734999954)",528,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 19.734999954)",529,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 19.734999954)",528,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 19.734999954)",529,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 19.734999954)",528,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 15.128999948)",529,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 15.128999948)",528,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 10.244999945)",528,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 10.244999945)",527,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 17.096999943)",528,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.245999991)",528,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.245999991)",529,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.245999991)",529,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.245999991)",528,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 19.734999954)",529,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 19.734999954)",528,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.245999991)",529,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.245999991)",528,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.245999991)",529,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.245999991)",528,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.245999991)",529,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.245999991)",528,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 25.128999948)",530,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 25.128999948)",529,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 27.096999943)",529,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 40.128999948)",530,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 40.128999948)",531,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 40.128999948)",531,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 40.128999948)",530,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 40.128999948)",531,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 40.128999948)",530,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 29.734999954)",530,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 29.734999954)",529,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 40.128999948)",531,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 40.128999948)",530,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 42.096999943)",530,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 42.096999943)",530,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 42.096999943)",530,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 42.096999943)",530,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 44.735999941)",530,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 44.735999941)",531,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 44.735999941)",531,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 44.735999941)",530,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 44.735999941)",531,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 44.735999941)",530,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 44.735999941)",531,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 44.735999941)",530,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 40.128999948)",531,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 40.128999948)",530,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 35.246999979)",530,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 35.246999979)",529,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 42.096999943)",530,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.247999966)",530,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.247999966)",531,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.247999966)",531,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.247999966)",530,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 44.735999941)",531,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 44.735999941)",530,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.247999966)",531,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.247999966)",530,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.247999966)",531,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.247999966)",530,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.247999966)",531,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.247999966)",530,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 50.129999995)",532,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 50.129999995)",531,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 52.096999943)",531,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 5.129999995)",532,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 5.130999982)",533,0,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 5.129999995)",532,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 5.130999982)",533,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 5.129999995)",532,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 5.130999982)",533,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 44, 54.735999941)",532,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 44, 54.735999941)",531,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 5.129999995)",532,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 5.130999982)",533,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 7.097999989)",532,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 7.097999989)",532,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 7.097999989)",532,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 7.097999989)",532,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 9.735999941)",532,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 9.735999941)",533,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 9.735999941)",533,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 9.735999941)",532,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 9.735999941)",533,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 9.735999941)",532,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 9.735999941)",533,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 9.735999941)",532,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 5.130999982)",533,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 5.129999995)",532,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 0.247999966)",532,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 0.247999966)",531,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 7.097999989)",532,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.130999982)",533,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.130999982)",534,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.248999953)",532,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.248999953)",533,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.130999982)",534,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.130999982)",533,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.248999953)",533,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.248999953)",532,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.130999982)",534,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.130999982)",533,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 9.735999941)",533,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 9.735999941)",532,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.248999953)",533,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.248999953)",532,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.130999982)",534,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.130999982)",533,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 45, 15.248999953)",533,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 45, 15.248999953)",532,3,1
