Distination,Goose_pkt_appid,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string
0.5,0.042105263,0.333333333,0.533333333,1,0.580547112,0.8,0
0,0,0.666666667,0,1,0.58662614,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.583586626,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.583586626,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.580547112,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.583586626,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.583586626,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.583586626,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.583586626,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.583586626,0,0
0.375,0.031578947,0.666666667,0.4,0,0.58662614,0,1
0.375,0.031578947,0.666666667,0.4,0,0.58662614,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.583586626,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.58662614,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.583586626,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.58662614,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.583586626,0.6,0
0,0,0.666666667,0,1,0.58662614,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.583586626,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.583586626,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.580547112,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.583586626,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.583586626,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.58662614,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.58662614,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.583586626,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.58662614,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.583586626,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.58662614,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.583586626,0.8,0
0,0,0.666666667,0,1,0.58662614,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.583586626,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.58662614,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.583586626,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.583586626,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.58662614,0,0
0,0,0.666666667,0,0,0.589665653,0,1
0,0,0.666666667,0,0,0.589665653,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.58662614,0.2,0
0,0,0.666666667,0,0,0.589665653,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.58662614,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.58662614,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.583586626,1,0
0,0,0.666666667,0,1,0.589665653,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.58662614,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.58662614,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.583586626,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.58662614,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.58662614,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.58662614,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.58662614,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.58662614,0,0
0.375,0.031578947,0.666666667,0.4,0,0.589665653,0,1
0.375,0.031578947,0.666666667,0.4,0,0.589665653,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.58662614,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.589665653,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.58662614,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.589665653,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.58662614,0.6,0
0,0,0.666666667,0,1,0.589665653,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.58662614,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.58662614,1,1
0.75,0.063157895,0.333333333,0.8,1,0.583586626,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.58662614,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.589665653,0,0
0,0,0.666666667,0,0,0.592705167,0,1
0.75,0.063157895,0.333333333,0.8,0,0.58662614,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.589665653,0,1
0,0,0.666666667,0,0,0.592705167,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.589665653,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.589665653,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.58662614,0.2,0
0,0,0.666666667,0,0,0.592705167,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.589665653,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.589665653,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.58662614,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.589665653,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.58662614,0.8,0
0,0,0.666666667,0,1,0.592705167,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.589665653,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.589665653,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.58662614,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.589665653,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.589665653,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.589665653,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.589665653,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.589665653,0,0
0.375,0.031578947,0.666666667,0.4,0,0.592705167,0,1
0.375,0.031578947,0.666666667,0.4,0,0.592705167,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.589665653,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.592705167,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.589665653,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.592705167,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.589665653,0.6,0
0,0,0.666666667,0,1,0.592705167,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.589665653,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.589665653,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.58662614,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.589665653,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.589665653,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.592705167,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.592705167,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.589665653,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.592705167,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.589665653,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.592705167,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.589665653,0.8,0
0,0,0.666666667,0,1,0.592705167,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.589665653,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.592705167,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.589665653,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.589665653,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.592705167,0,0
0,0,0.666666667,0,0,0.595744681,0,1
0,0,0.666666667,0,0,0.595744681,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.592705167,0.2,0
0,0,0.666666667,0,0,0.595744681,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.592705167,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.592705167,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.589665653,1,0
0,0,0.666666667,0,1,0.595744681,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.592705167,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.592705167,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.589665653,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.592705167,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.592705167,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.592705167,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.592705167,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.592705167,0,0
0.375,0.031578947,0.666666667,0.4,0,0.595744681,0,1
0.375,0.031578947,0.666666667,0.4,0,0.595744681,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.592705167,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.595744681,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.592705167,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.595744681,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.592705167,0.6,0
0,0,0.666666667,0,1,0.595744681,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.592705167,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.592705167,1,1
0.75,0.063157895,0.333333333,0.8,1,0.589665653,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.592705167,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.595744681,0,0
0,0,0.666666667,0,0,0.598784195,0,1
0.75,0.063157895,0.333333333,0.8,0,0.592705167,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.595744681,0,1
0,0,0.666666667,0,0,0.598784195,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.595744681,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.595744681,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.592705167,0.2,0
0,0,0.666666667,0,0,0.598784195,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.595744681,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.595744681,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.592705167,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.595744681,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.592705167,0.8,0
0,0,0.666666667,0,1,0.598784195,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.595744681,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.595744681,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.592705167,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.595744681,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.595744681,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.595744681,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.595744681,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.595744681,0,0
0.375,0.031578947,0.666666667,0.4,0,0.598784195,0,1
0.375,0.031578947,0.666666667,0.4,0,0.598784195,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.595744681,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.598784195,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.595744681,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.598784195,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.595744681,0.6,0
0,0,0.666666667,0,1,0.598784195,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.595744681,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.595744681,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.592705167,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.595744681,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.595744681,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.598784195,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.598784195,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.595744681,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.598784195,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.595744681,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.598784195,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.595744681,0.8,0
0,0,0.666666667,0,1,0.598784195,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.595744681,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.598784195,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.595744681,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.595744681,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.598784195,0,0
0,0,0.666666667,0,0,0.601823708,0,1
0,0,0.666666667,0,0,0.601823708,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.598784195,0.2,0
0,0,0.666666667,0,0,0.601823708,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.598784195,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.598784195,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.595744681,1,0
0,0,0.666666667,0,1,0.601823708,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.598784195,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.598784195,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.595744681,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.598784195,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.598784195,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.598784195,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.598784195,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.598784195,0,0
0.375,0.031578947,0.666666667,0.4,0,0.601823708,0,1
0.375,0.031578947,0.666666667,0.4,0,0.601823708,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.598784195,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.601823708,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.598784195,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.601823708,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.598784195,0.6,0
0,0,0.666666667,0,1,0.601823708,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.598784195,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.598784195,1,1
0.75,0.063157895,0.333333333,0.8,1,0.595744681,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.598784195,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.601823708,0,0
0,0,0.666666667,0,0,0.604863222,0,1
0.75,0.063157895,0.333333333,0.8,0,0.598784195,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.601823708,0,1
0,0,0.666666667,0,0,0.604863222,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.601823708,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.601823708,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.598784195,0.2,0
0,0,0.666666667,0,0,0.604863222,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.601823708,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.601823708,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.598784195,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.601823708,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.598784195,0.8,0
0,0,0.666666667,0,1,0.604863222,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.601823708,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.601823708,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.598784195,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.601823708,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.601823708,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.601823708,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.601823708,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.601823708,0,0
0.375,0.031578947,0.666666667,0.4,0,0.604863222,0,1
0.375,0.031578947,0.666666667,0.4,0,0.604863222,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.601823708,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.604863222,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.601823708,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.604863222,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.601823708,0.6,0
0,0,0.666666667,0,1,0.604863222,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.601823708,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.601823708,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.598784195,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.601823708,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.601823708,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.604863222,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.604863222,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.601823708,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.604863222,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.601823708,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.604863222,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.601823708,0.8,0
0,0,0.666666667,0,1,0.604863222,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.601823708,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.604863222,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.601823708,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.601823708,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.604863222,0,0
0,0,0.666666667,0,0,0.607902736,0,1
0,0,0.666666667,0,0,0.607902736,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.604863222,0.2,0
0,0,0.666666667,0,0,0.607902736,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.604863222,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.604863222,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.601823708,1,0
0,0,0.666666667,0,1,0.607902736,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.604863222,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.604863222,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.601823708,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.604863222,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.604863222,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.604863222,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.604863222,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.604863222,0,0
0.375,0.031578947,0.666666667,0.4,0,0.607902736,0,1
0.375,0.031578947,0.666666667,0.4,0,0.607902736,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.604863222,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.607902736,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.604863222,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.607902736,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.604863222,0.6,0
0,0,0.666666667,0,1,0.607902736,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.604863222,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.604863222,1,1
0.75,0.063157895,0.333333333,0.8,1,0.601823708,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.604863222,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.607902736,0,0
0,0,0.666666667,0,0,0.610942249,0,1
0.75,0.063157895,0.333333333,0.8,0,0.604863222,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.607902736,0,1
0,0,0.666666667,0,0,0.610942249,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.607902736,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.607902736,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.604863222,0.2,0
0,0,0.666666667,0,0,0.610942249,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.607902736,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.607902736,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.604863222,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.607902736,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.604863222,0.8,0
0,0,0.666666667,0,1,0.610942249,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.607902736,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.607902736,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.604863222,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.607902736,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.607902736,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.607902736,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.607902736,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.607902736,0,0
0.375,0.031578947,0.666666667,0.4,0,0.610942249,0,1
0.375,0.031578947,0.666666667,0.4,0,0.610942249,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.607902736,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.610942249,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.607902736,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.610942249,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.607902736,0.6,0
0,0,0.666666667,0,1,0.610942249,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.607902736,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.607902736,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.604863222,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.607902736,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.607902736,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.610942249,0,1
0.75,0.063157895,0.333333333,0.8,0,0.607902736,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.610942249,0.2,1
0.625,0.052631579,0.666666667,0.666666667,0,0.610942249,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.607902736,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.610942249,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.607902736,0.8,0
0,0,0.666666667,0,1,0.610942249,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.607902736,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.610942249,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.607902736,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.607902736,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.610942249,0,0
0,0,0.666666667,0,0,0.613981763,0,1
0,0,0.666666667,0,0,0.613981763,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.610942249,0.2,0
0,0,0.666666667,0,0,0.613981763,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.610942249,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.610942249,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.607902736,1,0
0,0,0.666666667,0,1,0.613981763,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.610942249,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.610942249,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.607902736,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.610942249,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.610942249,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.610942249,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.610942249,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.610942249,0,0
0.375,0.031578947,0.666666667,0.4,0,0.613981763,0,1
0.375,0.031578947,0.666666667,0.4,0,0.613981763,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.610942249,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.613981763,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.610942249,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.613981763,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.610942249,0.6,0
0,0,0.666666667,0,1,0.613981763,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.610942249,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.610942249,1,1
0.75,0.063157895,0.333333333,0.8,1,0.607902736,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.610942249,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.613981763,0,0
0,0,0.666666667,0,0,0.617021277,0,1
0.75,0.063157895,0.333333333,0.8,0,0.610942249,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.613981763,0,1
0,0,0.666666667,0,0,0.617021277,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.613981763,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.613981763,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.610942249,0.2,0
0,0,0.666666667,0,0,0.617021277,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.613981763,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.613981763,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.610942249,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.613981763,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.610942249,0.8,0
0,0,0.666666667,0,1,0.617021277,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.613981763,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.613981763,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.610942249,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.613981763,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.613981763,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.613981763,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.613981763,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.613981763,0,0
0.375,0.031578947,0.666666667,0.4,0,0.617021277,0,1
0.375,0.031578947,0.666666667,0.4,0,0.617021277,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.613981763,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.617021277,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.613981763,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.617021277,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.613981763,0.6,0
0,0,0.666666667,0,1,0.617021277,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.613981763,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.613981763,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.610942249,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.613981763,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.613981763,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.617021277,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.617021277,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.613981763,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.617021277,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.613981763,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.617021277,0.8,1
