Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_time,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Goose_pkt_data_cnt,Goose_pkt_test
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 20, 54.966999948)",15000,128,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 20, 50.091999948)",15000,128,5,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 20, 50.091999948)",15000,127,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 20, 56.943999946)",15000,128,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",1500,129,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",1500,130,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 5.091999948)",1500,128,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 5.091999948)",1500,129,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",1500,130,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",1500,129,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 5.091999948)",1500,129,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 5.091999948)",1500,128,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",1500,130,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",1500,129,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 5.091999948)",1500,129,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 5.091999948)",1500,128,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 20, 59.596999943)",15000,129,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 20, 59.596999943)",15000,128,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",15000,130,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",15000,129,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 5.091999948)",15000,129,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 5.091999948)",15000,128,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",1500,129,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",1500,129,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",1500,129,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",15000,129,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",1500,129,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",1500,130,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",1500,130,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",1500,129,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",1500,130,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",1500,129,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",15000,130,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",15000,129,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",15000,130,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",15000,129,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 5.091999948)",15000,129,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 5.091999948)",15000,128,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",15000,129,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",1500,129,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",1500,130,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",1500,130,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",1500,129,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",1500,130,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",1500,129,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",15000,130,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",15000,129,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 4.967999994)",15000,130,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 4.967999994)",15000,129,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",15000,130,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",15000,129,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 6.943999946)",15000,129,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 19.968999981)",1500,130,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 19.968999981)",1500,131,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 19.968999981)",1500,131,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 19.968999981)",1500,130,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 19.968999981)",1500,131,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 19.968999981)",1500,130,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 9.596999943)",15000,130,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 9.596999943)",15000,129,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 19.968999981)",15000,131,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 19.968999981)",15000,130,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",15000,130,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",15000,129,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 21.944999992)",1500,130,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 21.944999992)",1500,130,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 21.944999992)",1500,130,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 21.944999992)",15000,130,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 24.596999943)",1500,130,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 24.596999943)",1500,131,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 24.596999943)",1500,131,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 24.596999943)",1500,130,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 24.596999943)",1500,131,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 24.596999943)",1500,130,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 24.596999943)",15000,131,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 24.596999943)",15000,130,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 19.968999981)",15000,131,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 19.968999981)",15000,130,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 15.091999948)",15000,130,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 15.091999948)",15000,129,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 21.944999992)",15000,130,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",1500,131,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",1500,132,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 30.092999994)",1500,130,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 30.092999994)",1500,131,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",1500,132,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",1500,131,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 30.092999994)",1500,131,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 30.092999994)",1500,130,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",1500,132,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",1500,131,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 30.092999994)",1500,131,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 30.092999994)",1500,130,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 24.596999943)",15000,131,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 24.596999943)",15000,130,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",15000,132,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",15000,131,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 30.092999994)",15000,131,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 30.092999994)",15000,130,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",1500,131,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",1500,131,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",1500,131,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",15000,131,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",1500,131,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",1500,132,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",1500,132,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",1500,131,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",1500,132,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",1500,131,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",15000,132,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",15000,131,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",15000,132,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",15000,131,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 30.092999994)",15000,131,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 30.092999994)",15000,130,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",15000,131,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",1500,131,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",1500,132,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",1500,132,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",1500,131,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",1500,132,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",1500,131,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",15000,132,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",15000,131,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 29.968999981)",15000,132,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 29.968999981)",15000,131,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",15000,132,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",15000,131,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 31.944999992)",15000,131,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 44.969999969)",1500,132,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 44.969999969)",1500,133,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 44.969999969)",1500,133,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 44.969999969)",1500,132,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 44.969999969)",1500,133,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 44.969999969)",1500,132,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 34.596999943)",15000,132,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 34.596999943)",15000,131,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 44.969999969)",15000,133,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 44.969999969)",15000,132,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",15000,132,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",15000,131,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 46.944999992)",1500,132,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 46.944999992)",1500,132,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 46.944999992)",1500,132,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 46.944999992)",15000,132,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 49.597999989)",1500,132,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 49.597999989)",1500,133,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 49.597999989)",1500,133,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 49.597999989)",1500,132,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 49.597999989)",1500,133,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 49.597999989)",1500,132,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 49.597999989)",15000,133,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 49.597999989)",15000,132,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 44.969999969)",15000,133,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 44.969999969)",15000,132,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 40.092999994)",15000,132,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 40.092999994)",15000,131,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 46.944999992)",15000,132,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 54.970999956)",1500,133,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 54.970999956)",1500,134,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 55.092999994)",1500,132,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 55.092999994)",1500,133,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 54.970999956)",1500,134,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 54.970999956)",1500,133,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 55.092999994)",1500,133,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 55.092999994)",1500,132,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 54.970999956)",1500,134,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 54.970999956)",1500,133,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 55.092999994)",1500,133,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 55.092999994)",1500,132,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 49.597999989)",15000,133,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 49.597999989)",15000,132,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 54.970999956)",15000,134,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 54.970999956)",15000,133,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 55.092999994)",15000,133,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 55.092999994)",15000,132,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 56.944999992)",1500,133,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 56.944999992)",1500,133,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 56.944999992)",1500,133,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 56.944999992)",15000,133,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 21, 59.597999989)",1500,133,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 59.597999989)",1500,134,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 21, 59.597999989)",1500,134,1,4,1,0
